SN;JD;Filt;mag
SN 2006ej      ;2454020.27;B;19.462
SN 2006ej      ;2454025.35;B;19.352
SN 2006ej      ;2454030.25;B;19.326
SN 2006ej      ;2453972.36;V;16.058
SN 2006ej      ;2453974.42;V;15.886
SN 2006ej      ;2453975.43;V;15.903
SN 2006ej      ;2453984.40;V;16.139
SN 2006ej      ;2453995.34;V;16.741
SN 2006ej      ;2453999.32;V;17.075
SN 2006ej      ;2454002.35;V;17.374
SN 2006ej      ;2454005.30;V;17.587
SN 2006ej      ;2454008.38;V;17.843
SN 2006ej      ;2454017.32;V;18.171
SN 2006ej      ;2454020.27;V;18.183
SN 2006ej      ;2454025.35;V;18.420
SN 2006ej      ;2454030.25;V;18.523
SN 2006ej      ;2453972.36;R;15.859
SN 2006ej      ;2453974.42;R;15.764
SN 2006ej      ;2453975.43;R;15.754
SN 2006ej      ;2453984.40;R;16.116
SN 2006ej      ;2453995.34;R;16.454
SN 2006ej      ;2454002.35;R;16.950
SN 2006ej      ;2454005.30;R;17.198
SN 2006ej      ;2454008.38;R;17.406
SN 2006ej      ;2454017.32;R;17.750
SN 2006ej      ;2454020.27;R;17.860
SN 2006ej      ;2454025.35;R;18.039
SN 2006ej      ;2454030.25;R;18.229
SN 2006ej      ;2453972.36;I;16.032
SN 2006ej      ;2453974.42;I;16.053
SN 2006ej      ;2453975.43;I;16.122
SN 2006ej      ;2453984.40;I;16.615
SN 2006ej      ;2453995.34;I;16.490
SN 2006ej      ;2453999.32;I;16.488
SN 2006ej      ;2454002.35;I;16.728
SN 2006ej      ;2454005.30;I;16.986
SN 2006ej      ;2454008.38;I;17.264
SN 2006ej      ;2454017.32;I;17.795
SN 2006ej      ;2454020.27;I;18.058
SN 2006ej      ;2454025.35;I;18.095
SN 2006ej      ;2454030.25;I;18.390
SN 2006em      ;2453974.52;B;18.587
SN 2006em      ;2453975.46;B;18.565
SN 2006em      ;2453978.47;B;18.600
SN 2006em      ;2453979.46;B;18.594
SN 2006em      ;2453981.45;B;19.037
SN 2006em      ;2453983.45;B;19.161
SN 2006em      ;2453985.40;B;19.392
SN 2006em      ;2453987.38;B;19.379
SN 2006em      ;2453991.44;B;20.195
SN 2006em      ;2453993.45;B;20.143
SN 2006em      ;2453974.52;V;17.692
SN 2006em      ;2453975.46;V;17.661
SN 2006em      ;2453978.47;V;17.475
SN 2006em      ;2453979.46;V;17.469
SN 2006em      ;2453981.45;V;17.633
SN 2006em      ;2453983.45;V;17.812
SN 2006em      ;2453985.40;V;18.210
SN 2006em      ;2453987.38;V;18.192
SN 2006em      ;2453991.44;V;18.698
SN 2006em      ;2453993.45;V;18.724
SN 2006em      ;2453995.44;V;19.040
SN 2006em      ;2453997.43;V;19.145
SN 2006em      ;2453999.46;V;19.142
SN 2006em      ;2454002.46;V;19.442
SN 2006em      ;2454005.37;V;19.561
SN 2006em      ;2454008.45;V;19.703
SN 2006em      ;2454014.38;V;19.961
SN 2006em      ;2453974.52;R;17.399
SN 2006em      ;2453975.46;R;17.327
SN 2006em      ;2453978.47;R;17.099
SN 2006em      ;2453979.46;R;17.040
SN 2006em      ;2453981.45;R;17.164
SN 2006em      ;2453983.45;R;17.229
SN 2006em      ;2453985.40;R;17.572
SN 2006em      ;2453987.38;R;17.549
SN 2006em      ;2453991.44;R;18.078
SN 2006em      ;2453993.45;R;18.233
SN 2006em      ;2453995.44;R;18.409
SN 2006em      ;2453997.43;R;18.533
SN 2006em      ;2453999.46;R;18.626
SN 2006em      ;2454002.46;R;18.915
SN 2006em      ;2454005.37;R;19.026
SN 2006em      ;2454014.38;R;19.588
SN 2006em      ;2453974.52;I;17.241
SN 2006em      ;2453975.46;I;17.201
SN 2006em      ;2453978.47;I;16.958
SN 2006em      ;2453979.46;I;16.910
SN 2006em      ;2453981.45;I;16.916
SN 2006em      ;2453983.45;I;16.949
SN 2006em      ;2453985.40;I;17.203
SN 2006em      ;2453987.38;I;17.295
SN 2006em      ;2453993.45;I;17.624
SN 2006em      ;2453995.44;I;17.840
SN 2006em      ;2453997.43;I;17.995
SN 2006em      ;2453999.46;I;18.173
SN 2006em      ;2454002.46;I;18.313
SN 2006em      ;2454005.37;I;18.362
SN 2006em      ;2454008.45;I;18.669
SN 2006em      ;2454014.38;I;18.729
SN 2006en      ;2453974.33;B;17.010
SN 2006en      ;2453975.40;B;17.063
SN 2006en      ;2453978.28;B;17.128
SN 2006en      ;2453980.28;B;17.293
SN 2006en      ;2453982.28;B;17.439
SN 2006en      ;2453984.31;B;17.681
SN 2006en      ;2453988.33;B;18.151
SN 2006en      ;2453990.28;B;18.320
SN 2006en      ;2453992.26;B;18.487
SN 2006en      ;2453996.30;B;19.082
SN 2006en      ;2453998.27;B;18.993
SN 2006en      ;2454000.24;B;19.284
SN 2006en      ;2454003.29;B;19.473
SN 2006en      ;2454006.24;B;19.618
SN 2006en      ;2453974.33;V;16.901
SN 2006en      ;2453975.40;V;16.884
SN 2006en      ;2453978.28;V;16.934
SN 2006en      ;2453980.28;V;17.028
SN 2006en      ;2453982.28;V;17.167
SN 2006en      ;2453984.31;V;17.295
SN 2006en      ;2453988.33;V;17.485
SN 2006en      ;2453990.28;V;17.673
SN 2006en      ;2453992.26;V;17.789
SN 2006en      ;2453994.34;V;17.827
SN 2006en      ;2453996.30;V;17.928
SN 2006en      ;2453998.27;V;18.013
SN 2006en      ;2454000.24;V;18.205
SN 2006en      ;2454003.29;V;18.394
SN 2006en      ;2454006.24;V;18.592
SN 2006en      ;2454017.20;V;18.937
SN 2006en      ;2454022.23;V;19.119
SN 2006en      ;2454027.24;V;19.415
SN 2006en      ;2453974.33;R;16.591
SN 2006en      ;2453975.40;R;16.713
SN 2006en      ;2453978.28;R;16.751
SN 2006en      ;2453980.28;R;16.791
SN 2006en      ;2453982.28;R;17.014
SN 2006en      ;2453984.31;R;17.211
SN 2006en      ;2453988.33;R;17.352
SN 2006en      ;2453990.28;R;17.424
SN 2006en      ;2453992.26;R;17.423
SN 2006en      ;2453994.34;R;17.462
SN 2006en      ;2453996.30;R;17.465
SN 2006en      ;2453998.27;R;17.538
SN 2006en      ;2454000.24;R;17.537
SN 2006en      ;2454003.29;R;17.741
SN 2006en      ;2454006.24;R;17.947
SN 2006en      ;2453974.33;I;16.924
SN 2006en      ;2453975.40;I;17.078
SN 2006en      ;2453978.28;I;17.138
SN 2006en      ;2453980.28;I;17.376
SN 2006en      ;2453982.28;I;17.473
SN 2006en      ;2453984.31;I;17.599
SN 2006en      ;2453988.33;I;17.591
SN 2006en      ;2453990.28;I;17.592
SN 2006en      ;2453992.26;I;17.509
SN 2006en      ;2453994.34;I;17.351
SN 2006en      ;2453996.30;I;17.340
SN 2006en      ;2453998.27;I;17.344
SN 2006en      ;2454000.24;I;17.300
SN 2006en      ;2454003.29;I;17.446
SN 2006en      ;2454006.24;I;17.638
SN 2006en      ;2454017.20;I;18.077
SN 2006en      ;2454022.23;I;18.293
SN 2006en      ;2454027.24;I;18.833
SN 2006eu      ;2453982.24;B;18.285
SN 2006eu      ;2453984.22;B;18.219
SN 2006eu      ;2453986.24;B;18.100
SN 2006eu      ;2453988.22;B;18.205
SN 2006eu      ;2453990.21;B;18.251
SN 2006eu      ;2453992.17;B;18.396
SN 2006eu      ;2453994.29;B;18.637
SN 2006eu      ;2453996.16;B;18.851
SN 2006eu      ;2453998.15;B;19.150
SN 2006eu      ;2454000.15;B;19.128
SN 2006eu      ;2454002.17;B;19.500
SN 2006eu      ;2454004.15;B;19.746
SN 2006eu      ;2454006.18;B;20.278
SN 2006eu      ;2454008.13;B;20.243
SN 2006eu      ;2453982.24;V;17.597
SN 2006eu      ;2453984.22;V;17.493
SN 2006eu      ;2453986.24;V;17.428
SN 2006eu      ;2453988.22;V;17.495
SN 2006eu      ;2453990.21;V;17.561
SN 2006eu      ;2453992.17;V;17.613
SN 2006eu      ;2453994.29;V;17.692
SN 2006eu      ;2453996.16;V;17.813
SN 2006eu      ;2453998.15;V;17.934
SN 2006eu      ;2454000.15;V;18.071
SN 2006eu      ;2454002.17;V;18.256
SN 2006eu      ;2454004.15;V;18.305
SN 2006eu      ;2454006.18;V;18.464
SN 2006eu      ;2454008.13;V;18.565
SN 2006eu      ;2454011.18;V;18.619
SN 2006eu      ;2454015.18;V;18.886
SN 2006eu      ;2454018.11;V;19.065
SN 2006eu      ;2454022.12;V;19.268
SN 2006eu      ;2454026.13;V;19.184
SN 2006eu      ;2454030.10;V;19.369
SN 2006eu      ;2453982.24;R;17.237
SN 2006eu      ;2453984.22;R;17.150
SN 2006eu      ;2453986.24;R;17.060
SN 2006eu      ;2453988.22;R;17.099
SN 2006eu      ;2453990.21;R;17.145
SN 2006eu      ;2453992.17;R;17.166
SN 2006eu      ;2453994.29;R;17.249
SN 2006eu      ;2453996.16;R;17.354
SN 2006eu      ;2453998.15;R;17.446
SN 2006eu      ;2454000.15;R;17.452
SN 2006eu      ;2454002.17;R;17.565
SN 2006eu      ;2454004.15;R;17.639
SN 2006eu      ;2454006.18;R;17.809
SN 2006eu      ;2454008.13;R;17.740
SN 2006eu      ;2454011.18;R;17.966
SN 2006eu      ;2454015.18;R;18.135
SN 2006eu      ;2454018.11;R;18.385
SN 2006eu      ;2454022.12;R;18.474
SN 2006eu      ;2454026.13;R;18.594
SN 2006eu      ;2454030.10;R;18.635
SN 2006eu      ;2453982.24;I;17.230
SN 2006eu      ;2453986.24;I;17.125
SN 2006eu      ;2453988.22;I;17.105
SN 2006eu      ;2453990.21;I;17.056
SN 2006eu      ;2453992.17;I;17.118
SN 2006eu      ;2453994.29;I;17.099
SN 2006eu      ;2453996.16;I;17.208
SN 2006eu      ;2453998.15;I;17.196
SN 2006eu      ;2454002.17;I;17.322
SN 2006eu      ;2454004.15;I;17.339
SN 2006eu      ;2454006.18;I;17.374
SN 2006eu      ;2454008.13;I;17.376
SN 2006eu      ;2454011.18;I;17.508
SN 2006eu      ;2454018.11;I;17.885
SN 2006eu      ;2454022.12;I;18.089
SN 2006eu      ;2454030.10;I;18.197
SN 2006gr      ;2454000.34;B;18.471
SN 2006gr      ;2454002.28;B;18.079
SN 2006gr      ;2454004.20;B;17.736
SN 2006gr      ;2454006.22;B;17.488
SN 2006gr      ;2454008.29;B;17.324
SN 2006gr      ;2454016.25;B;17.409
SN 2006gr      ;2454018.21;B;17.463
SN 2006gr      ;2454020.23;B;17.570
SN 2006gr      ;2454022.21;B;17.698
SN 2006gr      ;2454024.18;B;17.978
SN 2006gr      ;2454026.23;B;18.099
SN 2006gr      ;2454028.16;B;18.305
SN 2006gr      ;2454030.17;B;18.493
SN 2006gr      ;2454033.18;B;18.786
SN 2006gr      ;2454036.18;B;18.999
SN 2006gr      ;2454039.14;B;19.451
SN 2006gr      ;2454043.22;B;19.427
SN 2006gr      ;2454046.15;B;19.632
SN 2006gr      ;2454000.34;V;18.487
SN 2006gr      ;2454002.28;V;18.045
SN 2006gr      ;2454004.20;V;17.724
SN 2006gr      ;2454006.22;V;17.460
SN 2006gr      ;2454008.29;V;17.293
SN 2006gr      ;2454016.25;V;17.102
SN 2006gr      ;2454018.21;V;17.179
SN 2006gr      ;2454020.23;V;17.226
SN 2006gr      ;2454022.21;V;17.288
SN 2006gr      ;2454024.18;V;17.495
SN 2006gr      ;2454026.23;V;17.550
SN 2006gr      ;2454028.16;V;17.714
SN 2006gr      ;2454030.17;V;17.767
SN 2006gr      ;2454033.18;V;17.956
SN 2006gr      ;2454036.18;V;18.002
SN 2006gr      ;2454039.14;V;18.171
SN 2006gr      ;2454043.22;V;18.268
SN 2006gr      ;2454046.15;V;18.460
SN 2006gr      ;2454000.34;R;18.304
SN 2006gr      ;2454002.28;R;17.832
SN 2006gr      ;2454004.20;R;17.467
SN 2006gr      ;2454006.22;R;17.243
SN 2006gr      ;2454008.29;R;17.073
SN 2006gr      ;2454016.25;R;16.823
SN 2006gr      ;2454018.21;R;16.950
SN 2006gr      ;2454020.23;R;17.011
SN 2006gr      ;2454022.21;R;17.121
SN 2006gr      ;2454024.18;R;17.369
SN 2006gr      ;2454026.23;R;17.418
SN 2006gr      ;2454028.16;R;17.627
SN 2006gr      ;2454030.17;R;17.669
SN 2006gr      ;2454033.18;R;17.712
SN 2006gr      ;2454036.18;R;17.679
SN 2006gr      ;2454039.14;R;17.771
SN 2006gr      ;2454043.22;R;17.672
SN 2006gr      ;2454046.15;R;17.824
SN 2006gr      ;2454000.34;I;18.283
SN 2006gr      ;2454002.28;I;17.822
SN 2006gr      ;2454004.20;I;17.446
SN 2006gr      ;2454006.22;I;17.255
SN 2006gr      ;2454008.29;I;17.250
SN 2006gr      ;2454016.25;I;17.370
SN 2006gr      ;2454018.21;I;17.528
SN 2006gr      ;2454020.23;I;17.551
SN 2006gr      ;2454022.21;I;17.645
SN 2006gr      ;2454024.18;I;17.908
SN 2006gr      ;2454026.23;I;17.957
SN 2006gr      ;2454028.16;I;18.152
SN 2006gr      ;2454030.17;I;18.018
SN 2006gr      ;2454033.18;I;17.989
SN 2006gr      ;2454036.18;I;17.916
SN 2006gr      ;2454039.14;I;17.810
SN 2006gr      ;2454043.22;I;17.766
SN 2006gr      ;2454046.15;I;17.678
SN 2006hb      ;2454008.51;B;15.990
SN 2006hb      ;2454015.49;B;17.029
SN 2006hb      ;2454017.51;B;17.295
SN 2006hb      ;2454019.46;B;17.488
SN 2006hb      ;2454021.46;B;17.709
SN 2006hb      ;2454023.46;B;17.896
SN 2006hb      ;2454025.53;B;18.038
SN 2006hb      ;2454027.46;B;18.283
SN 2006hb      ;2454029.48;B;18.371
SN 2006hb      ;2454031.47;B;18.441
SN 2006hb      ;2454034.48;B;18.588
SN 2006hb      ;2454037.48;B;18.623
SN 2006hb      ;2454043.50;B;18.875
SN 2006hb      ;2454046.42;B;18.959
SN 2006hb      ;2454008.51;V;15.601
SN 2006hb      ;2454015.49;V;16.083
SN 2006hb      ;2454017.51;V;16.260
SN 2006hb      ;2454019.46;V;16.425
SN 2006hb      ;2454021.46;V;16.582
SN 2006hb      ;2454023.46;V;16.708
SN 2006hb      ;2454025.53;V;16.934
SN 2006hb      ;2454027.46;V;17.131
SN 2006hb      ;2454029.48;V;17.250
SN 2006hb      ;2454031.47;V;17.320
SN 2006hb      ;2454034.48;V;17.533
SN 2006hb      ;2454037.48;V;17.648
SN 2006hb      ;2454043.50;V;17.807
SN 2006hb      ;2454046.42;V;17.965
SN 2006hb      ;2454008.51;R;15.530
SN 2006hb      ;2454015.49;R;15.946
SN 2006hb      ;2454017.51;R;16.036
SN 2006hb      ;2454019.46;R;16.048
SN 2006hb      ;2454021.46;R;16.178
SN 2006hb      ;2454023.46;R;16.250
SN 2006hb      ;2454025.53;R;16.456
SN 2006hb      ;2454027.46;R;16.690
SN 2006hb      ;2454029.48;R;16.807
SN 2006hb      ;2454031.47;R;16.986
SN 2006hb      ;2454034.48;R;17.098
SN 2006hb      ;2454037.48;R;17.233
SN 2006hb      ;2454043.50;R;17.504
SN 2006hb      ;2454046.42;R;17.578
SN 2006hb      ;2454008.51;I;15.835
SN 2006hb      ;2454015.49;I;15.971
SN 2006hb      ;2454017.51;I;15.980
SN 2006hb      ;2454019.46;I;15.935
SN 2006hb      ;2454021.46;I;15.975
SN 2006hb      ;2454023.46;I;16.051
SN 2006hb      ;2454025.53;I;16.165
SN 2006hb      ;2454027.46;I;16.354
SN 2006hb      ;2454029.48;I;16.551
SN 2006hb      ;2454031.47;I;16.710
SN 2006hb      ;2454034.48;I;16.952
SN 2006hb      ;2454037.48;I;17.114
SN 2006hb      ;2454043.50;I;17.326
SN 2006hb      ;2454046.42;I;17.779
SN 2006je      ;2454027.36;B;19.527
SN 2006je      ;2454029.35;B;20.132
SN 2006je      ;2454031.28;B;20.610
SN 2006je      ;2454033.32;B;20.641
SN 2006je      ;2454035.30;B;20.798
SN 2006je      ;2454037.36;B;21.114
SN 2006je      ;2454026.36;V;18.370
SN 2006je      ;2454027.36;V;18.524
SN 2006je      ;2454029.35;V;18.675
SN 2006je      ;2454031.28;V;18.863
SN 2006je      ;2454033.32;V;19.070
SN 2006je      ;2454035.30;V;19.092
SN 2006je      ;2454026.36;R;17.990
SN 2006je      ;2454027.36;R;18.057
SN 2006je      ;2454029.35;R;18.151
SN 2006je      ;2454031.28;R;18.331
SN 2006je      ;2454033.32;R;18.363
SN 2006je      ;2454035.30;R;18.593
SN 2006je      ;2454037.36;R;18.649
SN 2006je      ;2454027.36;I;18.099
SN 2006je      ;2454029.35;I;18.126
SN 2006je      ;2454031.28;I;18.111
SN 2006je      ;2454033.32;I;18.174
SN 2006je      ;2454035.30;I;18.234
SN 2006je      ;2454037.36;I;18.504
SN 2006le      ;2454035.44;B;18.018
SN 2006le      ;2454037.47;B;17.332
SN 2006le      ;2454039.50;B;16.911
SN 2006le      ;2454043.48;B;16.525
SN 2006le      ;2454048.51;B;16.448
SN 2006le      ;2454054.45;B;16.636
SN 2006le      ;2454058.40;B;16.968
SN 2006le      ;2454060.44;B;17.139
SN 2006le      ;2454063.39;B;17.397
SN 2006le      ;2454068.44;B;17.926
SN 2006le      ;2454070.37;B;18.077
SN 2006le      ;2454072.36;B;18.276
SN 2006le      ;2454077.35;B;18.657
SN 2006le      ;2454080.41;B;18.984
SN 2006le      ;2454035.44;V;17.748
SN 2006le      ;2454037.47;V;17.116
SN 2006le      ;2454039.50;V;16.698
SN 2006le      ;2454043.48;V;16.305
SN 2006le      ;2454048.51;V;16.133
SN 2006le      ;2454054.45;V;16.204
SN 2006le      ;2454058.40;V;16.389
SN 2006le      ;2454060.44;V;16.478
SN 2006le      ;2454063.39;V;16.687
SN 2006le      ;2454068.44;V;16.940
SN 2006le      ;2454070.37;V;17.019
SN 2006le      ;2454072.36;V;17.078
SN 2006le      ;2454077.35;V;17.339
SN 2006le      ;2454080.41;V;17.541
SN 2006le      ;2454087.32;V;18.028
SN 2006le      ;2454035.44;R;17.529
SN 2006le      ;2454037.47;R;16.867
SN 2006le      ;2454039.50;R;16.468
SN 2006le      ;2454043.48;R;16.043
SN 2006le      ;2454048.51;R;15.898
SN 2006le      ;2454054.45;R;16.037
SN 2006le      ;2454058.40;R;16.288
SN 2006le      ;2454060.44;R;16.445
SN 2006le      ;2454063.39;R;16.608
SN 2006le      ;2454068.44;R;16.728
SN 2006le      ;2454070.37;R;16.762
SN 2006le      ;2454072.36;R;16.778
SN 2006le      ;2454077.35;R;16.849
SN 2006le      ;2454080.41;R;16.960
SN 2006le      ;2454087.32;R;17.395
SN 2006le      ;2454035.44;I;17.428
SN 2006le      ;2454037.47;I;16.772
SN 2006le      ;2454039.50;I;16.342
SN 2006le      ;2454043.48;I;16.087
SN 2006le      ;2454048.51;I;16.107
SN 2006le      ;2454054.45;I;16.342
SN 2006le      ;2454058.40;I;16.617
SN 2006le      ;2454060.44;I;16.613
SN 2006le      ;2454063.39;I;16.869
SN 2006le      ;2454068.44;I;16.811
SN 2006le      ;2454070.37;I;16.750
SN 2006le      ;2454072.36;I;16.696
SN 2006le      ;2454077.35;I;16.592
SN 2006le      ;2454080.41;I;16.575
SN 2006le      ;2454087.32;I;17.059
SN 2006lf      ;2454035.40;B;19.005
SN 2006lf      ;2454037.45;B;18.395
SN 2006lf      ;2454039.48;B;18.045
SN 2006lf      ;2454043.44;B;17.787
SN 2006lf      ;2454049.44;B;17.952
SN 2006lf      ;2454051.49;B;18.110
SN 2006lf      ;2454054.41;B;18.351
SN 2006lf      ;2454058.37;B;18.756
SN 2006lf      ;2454060.42;B;18.962
SN 2006lf      ;2454063.37;B;19.503
SN 2006lf      ;2454068.42;B;20.257
SN 2006lf      ;2454035.40;V;18.182
SN 2006lf      ;2454037.45;V;17.637
SN 2006lf      ;2454039.48;V;17.235
SN 2006lf      ;2454043.44;V;16.910
SN 2006lf      ;2454049.44;V;16.906
SN 2006lf      ;2454051.49;V;17.044
SN 2006lf      ;2454054.41;V;17.229
SN 2006lf      ;2454058.37;V;17.521
SN 2006lf      ;2454063.37;V;17.742
SN 2006lf      ;2454068.42;V;18.086
SN 2006lf      ;2454070.33;V;18.217
SN 2006lf      ;2454072.34;V;18.502
SN 2006lf      ;2454077.31;V;18.626
SN 2006lf      ;2454080.39;V;18.848
SN 2006lf      ;2454087.29;V;19.290
SN 2006lf      ;2454035.40;R;17.589
SN 2006lf      ;2454037.45;R;16.983
SN 2006lf      ;2454043.44;R;16.433
SN 2006lf      ;2454049.44;R;16.502
SN 2006lf      ;2454051.49;R;16.609
SN 2006lf      ;2454054.41;R;16.915
SN 2006lf      ;2454058.37;R;17.137
SN 2006lf      ;2454060.42;R;17.095
SN 2006lf      ;2454063.37;R;17.140
SN 2006lf      ;2454068.42;R;17.359
SN 2006lf      ;2454070.33;R;17.470
SN 2006lf      ;2454072.34;R;17.677
SN 2006lf      ;2454077.31;R;17.981
SN 2006lf      ;2454080.39;R;18.243
SN 2006lf      ;2454087.29;R;18.526
SN 2006lf      ;2454035.40;I;17.064
SN 2006lf      ;2454039.48;I;16.215
SN 2006lf      ;2454043.44;I;16.160
SN 2006lf      ;2454049.44;I;16.376
SN 2006lf      ;2454051.49;I;16.561
SN 2006lf      ;2454054.41;I;16.784
SN 2006lf      ;2454060.42;I;16.778
SN 2006lf      ;2454068.42;I;16.632
SN 2006lf      ;2454072.34;I;16.890
SN 2006lf      ;2454077.31;I;17.312
SN 2006lf      ;2454080.39;I;17.429
SN 2006lf      ;2454087.29;I;17.786
SN 2006lf      ;2454090.32;I;17.808
SN 2007O       ;2454123.59;B;16.828
SN 2007O       ;2454126.56;B;16.900
SN 2007O       ;2454129.57;B;17.059
SN 2007O       ;2454133.52;B;17.436
SN 2007O       ;2454135.46;B;17.508
SN 2007O       ;2454147.54;B;18.776
SN 2007O       ;2454149.55;B;18.895
SN 2007O       ;2454123.59;V;16.827
SN 2007O       ;2454126.56;V;16.882
SN 2007O       ;2454129.57;V;16.981
SN 2007O       ;2454133.52;V;17.067
SN 2007O       ;2454135.46;V;17.225
SN 2007O       ;2454137.53;V;17.559
SN 2007O       ;2454147.54;V;17.872
SN 2007O       ;2454149.55;V;18.222
SN 2007O       ;2454162.53;V;19.099
SN 2007O       ;2454165.50;V;19.118
SN 2007O       ;2454123.59;R;16.702
SN 2007O       ;2454126.56;R;16.730
SN 2007O       ;2454129.57;R;16.836
SN 2007O       ;2454133.52;R;17.058
SN 2007O       ;2454135.46;R;17.195
SN 2007O       ;2454137.53;R;17.370
SN 2007O       ;2454147.54;R;17.496
SN 2007O       ;2454162.53;R;18.373
SN 2007O       ;2454165.50;R;18.645
SN 2007O       ;2454126.56;I;17.276
SN 2007O       ;2454129.57;I;17.449
SN 2007O       ;2454133.52;I;17.489
SN 2007O       ;2454135.46;I;17.812
SN 2007O       ;2454137.53;I;17.587
SN 2007O       ;2454147.54;I;17.544
SN 2007O       ;2454162.53;I;18.209
SN 2007O       ;2454165.50;I;18.408
SN 2007af      ;2454162.47;B;14.943
SN 2007af      ;2454169.47;B;13.453
SN 2007af      ;2454171.43;B;13.350
SN 2007af      ;2454174.51;B;13.278
SN 2007af      ;2454175.48;B;13.297
SN 2007af      ;2454177.44;B;13.395
SN 2007af      ;2454181.45;B;13.653
SN 2007af      ;2454183.44;B;13.832
SN 2007af      ;2454185.42;B;13.977
SN 2007af      ;2454188.43;B;14.428
SN 2007af      ;2454190.39;B;14.686
SN 2007af      ;2454198.39;B;15.493
SN 2007af      ;2454201.36;B;15.691
SN 2007af      ;2454207.39;B;16.168
SN 2007af      ;2454211.38;B;16.284
SN 2007af      ;2454214.37;B;16.418
SN 2007af      ;2454217.36;B;16.429
SN 2007af      ;2454225.37;B;16.596
SN 2007af      ;2454228.38;B;16.683
SN 2007af      ;2454231.35;B;16.714
SN 2007af      ;2454234.35;B;16.753
SN 2007af      ;2454239.34;B;16.804
SN 2007af      ;2454244.34;B;16.905
SN 2007af      ;2454253.32;B;17.027
SN 2007af      ;2454258.26;B;17.119
SN 2007af      ;2454264.28;B;17.150
SN 2007af      ;2454267.28;B;17.269
SN 2007af      ;2454268.28;B;17.183
SN 2007af      ;2454273.20;B;17.292
SN 2007af      ;2454278.20;B;17.299
SN 2007af      ;2454283.20;B;17.421
SN 2007af      ;2454288.20;B;17.485
SN 2007af      ;2454293.20;B;17.582
SN 2007af      ;2454298.19;B;17.723
SN 2007af      ;2454306.19;B;17.723
SN 2007af      ;2454311.19;B;17.883
SN 2007af      ;2454316.18;B;17.832
SN 2007af      ;2454321.18;B;18.028
SN 2007af      ;2454326.17;B;18.033
SN 2007af      ;2454162.47;V;14.783
SN 2007af      ;2454169.47;V;13.466
SN 2007af      ;2454171.43;V;13.363
SN 2007af      ;2454174.51;V;13.204
SN 2007af      ;2454175.48;V;13.235
SN 2007af      ;2454177.44;V;13.264
SN 2007af      ;2454181.45;V;13.339
SN 2007af      ;2454183.44;V;13.426
SN 2007af      ;2454185.42;V;13.584
SN 2007af      ;2454188.43;V;13.747
SN 2007af      ;2454190.39;V;13.913
SN 2007af      ;2454198.39;V;14.259
SN 2007af      ;2454201.36;V;14.518
SN 2007af      ;2454207.39;V;14.917
SN 2007af      ;2454211.38;V;15.093
SN 2007af      ;2454214.37;V;15.252
SN 2007af      ;2454217.36;V;15.336
SN 2007af      ;2454225.37;V;15.576
SN 2007af      ;2454228.38;V;15.624
SN 2007af      ;2454231.35;V;15.691
SN 2007af      ;2454234.35;V;15.832
SN 2007af      ;2454239.34;V;15.965
SN 2007af      ;2454244.34;V;16.061
SN 2007af      ;2454253.32;V;16.304
SN 2007af      ;2454258.26;V;16.413
SN 2007af      ;2454264.28;V;16.564
SN 2007af      ;2454267.28;V;16.640
SN 2007af      ;2454268.28;V;16.683
SN 2007af      ;2454273.20;V;16.782
SN 2007af      ;2454278.20;V;16.945
SN 2007af      ;2454283.20;V;16.998
SN 2007af      ;2454288.20;V;17.151
SN 2007af      ;2454293.20;V;17.244
SN 2007af      ;2454298.19;V;17.321
SN 2007af      ;2454306.19;V;17.593
SN 2007af      ;2454311.19;V;17.596
SN 2007af      ;2454316.18;V;17.712
SN 2007af      ;2454321.18;V;17.854
SN 2007af      ;2454326.17;V;17.917
SN 2007af      ;2454162.47;R;14.597
SN 2007af      ;2454169.47;R;13.305
SN 2007af      ;2454171.43;R;13.221
SN 2007af      ;2454174.51;R;13.177
SN 2007af      ;2454175.48;R;13.137
SN 2007af      ;2454177.44;R;13.186
SN 2007af      ;2454181.45;R;13.336
SN 2007af      ;2454183.44;R;13.483
SN 2007af      ;2454185.42;R;13.560
SN 2007af      ;2454188.43;R;13.793
SN 2007af      ;2454190.39;R;13.849
SN 2007af      ;2454198.39;R;13.961
SN 2007af      ;2454201.36;R;14.098
SN 2007af      ;2454207.39;R;14.467
SN 2007af      ;2454211.38;R;14.724
SN 2007af      ;2454214.37;R;14.907
SN 2007af      ;2454217.36;R;14.994
SN 2007af      ;2454225.37;R;15.279
SN 2007af      ;2454228.38;R;15.389
SN 2007af      ;2454231.35;R;15.461
SN 2007af      ;2454234.35;R;15.541
SN 2007af      ;2454239.34;R;15.703
SN 2007af      ;2454244.34;R;15.919
SN 2007af      ;2454253.32;R;16.191
SN 2007af      ;2454258.26;R;16.355
SN 2007af      ;2454264.28;R;16.542
SN 2007af      ;2454267.28;R;16.647
SN 2007af      ;2454268.28;R;16.651
SN 2007af      ;2454273.20;R;16.836
SN 2007af      ;2454283.20;R;17.112
SN 2007af      ;2454288.20;R;17.269
SN 2007af      ;2454293.20;R;17.434
SN 2007af      ;2454298.19;R;17.502
SN 2007af      ;2454306.19;R;17.806
SN 2007af      ;2454311.19;R;17.799
SN 2007af      ;2454316.18;R;18.088
SN 2007af      ;2454321.18;R;18.257
SN 2007af      ;2454326.17;R;18.456
SN 2007af      ;2454162.47;I;14.591
